text,sentiment,username,created_at,likes,reply_count,url
@kompascom wkwkwk abis ini sekolah swasta pada tutup menuju indonesia ce- hidup jok/,negative,,Wed May 28 18:28:20 +0000 2025,0,0,https://x.com/undefined/status/1927794082547425610
@kompascom Ga usah muluk2 menggratiskan sekolah swasta kl ujung dari pelayanannya ga lbh baik dr BPJS yg tiap bulan bayar itu. Ada skul swasta itu alternatif dr skul negri apalagi kl swasta tp sistemnya baik. Sistem yg baik butuh biaya dan adil itu bukan sama rata sama rasa.,positive,,Wed May 28 18:17:40 +0000 2025,4,1,https://x.com/undefined/status/1927791396519333921
Padahal aku sudah punya target sekolah swasta buat anakku. Walau mahal tapi sebanding dg kualitas yg diberikan. Awas aja kalau gara2 peraturan ini kualitasnya jd ikutan jeblok kaya sekolah negeri,negative,,Wed May 28 18:12:52 +0000 2025,0,0,https://x.com/undefined/status/1927790188190724443
Mind you sekolah swasta bukan Al Azhar doang. Bnyk sekolah swasta level low class yg nampung anak2 buangan kalah umur gara2 zonasi di JKT. Beruntung kalo anaknya dpt kjp/kip sekolah masih bisa dpt subsidi tambahan lah kalo nggak? Gapaham guaa jalan pikirnya,positive,,Wed May 28 17:02:03 +0000 2025,0,1,https://x.com/undefined/status/1927772367159201908
SEKOLAH SWASTA KOK MALAH GRATIS???? ANEH,negative,,Wed May 28 16:59:59 +0000 2025,0,0,https://x.com/undefined/status/1927771846612599189
@detikcom Kayaknya ga mungkin lah kalo sekolah swasta apalagi yg sekolah elite mending benahin yg sekolah negeri dulu dah di negeri aja belum 100% gratis,negative,,Wed May 28 16:59:17 +0000 2025,0,0,https://x.com/undefined/status/1927771673626918961
Anggaran pendidikan aja paling kecil dari kementerian lain. BGN tuh duitnya paling bnyk ngapain ngide sekolah swasta gratis segala. Nanti kalo sekolahnya/yayasannya gbs survive trus sekolah tutup akses pendidikan makin kecil anak2 bnyk yg gk sekolah. Gmn???,negative,,Wed May 28 16:58:02 +0000 2025,1,1,https://x.com/undefined/status/1927771356478722093
@bagemeee Buruk banget itu. Swasta narik SPP aja ga ada duitnya apalagi ga narik. Guru pasti kena dampak langsung Entah gajinya telat atau gajinya berkurang. Tapi beda hal buat sekolah swasta mahal/elit ya.,negative,,Wed May 28 16:53:11 +0000 2025,0,1,https://x.com/undefined/status/1927770138696180196
Setuju banyak pembayar pajak yg anaknya sekolah swasta tp ga menikmati anggaran pendidikan yg besar itu.,negative,,Wed May 28 16:52:43 +0000 2025,0,1,https://x.com/undefined/status/1927770018516766875
@bagemeee Aku bicara ini karena terjadi nyata ke kakak-kakakku mereka pendapatannya pas-pasan karena hidupnya tergantung jumlah murid di sekolah swasta tersebut. Iy apalagi pengelolaan uang negara inimakin carut-marut akibat MBG program oon penculik gara-gara wakilnya tukang katering.,negative,,Wed May 28 16:42:00 +0000 2025,0,0,https://x.com/undefined/status/1927767323311579384
@vernandozz @glrhn Kaga intinya jangan sampai negara membiarkan ada yg ga sekolah 9 tahun misal negeri pada penuh terus dia harus swasta nah ini gaboleh sampai siswanya dipotong biaya solusi ya bangun negeri lagi bisa bayarin swastanya bisa dan solusi2 lain,negative,,Wed May 28 16:40:05 +0000 2025,0,2,https://x.com/undefined/status/1927766841335672979
apaan dah sekolah swasta digratisin,negative,,Wed May 28 16:38:24 +0000 2025,0,0,https://x.com/undefined/status/1927766415924240451
@eeeee1069721 bukan nya iri atau apa yah minimal kalo mau habiskan duit sekolah swasta aja buat anak nya.... bilang gitu sama bapaknya anak orang lain pengen masuk di halang sama yang berduit,negative,,Wed May 28 16:25:39 +0000 2025,0,0,https://x.com/undefined/status/1927763209236136191
sekolah swasta yg sudah mandiri biasanya gak akan mau ambil BOS dan lebih minta untuk ambil uang operasional dari wali murid.,negative,,Wed May 28 16:19:24 +0000 2025,0,0,https://x.com/undefined/status/1927761635906638296
dih ngatur sekolah swasta padahal bayar guru dgn layak aja masih GA MAMPU goblok lu,negative,,Wed May 28 14:58:33 +0000 2025,1,0,https://x.com/undefined/status/1927741289568592361
@inisayatara 2009 ya emang harusnya masih sma itu dia ikut aksel paling. Secepet2nya kecepetan masuk sd paling ya tahun 2008 (itupun jaman skrg kayanya jarang deh sekolah yg bolehin anak umur 5 tahun masuk sd - negeri ya gatau kalo swasta).,negative,,Wed May 28 14:58:19 +0000 2025,0,0,https://x.com/undefined/status/1927741231011860618
Apa gak bakal downgrade tuh sekolah swasta kalo digratiskan?,negative,,Wed May 28 14:57:19 +0000 2025,0,0,https://x.com/undefined/status/1927740976837124170
@PartaiSocmed sebagian sekolah SD dan SMP swasta!. Kalau sekolah swasta kampungan gembel mungkin digratiskan. Kalau sekolah elite mungkin tetap bayar.,negative,,Wed May 28 14:56:08 +0000 2025,0,0,https://x.com/undefined/status/1927740680467620220
@BudiBukanIntel Drpd gratisin yg swasta mending buat nambah jumlah sekolah negeri biar pendidikan 12 tahun bisa merata sampe pelosok,negative,,Wed May 28 14:51:11 +0000 2025,109,0,https://x.com/undefined/status/1927739432527900913
Tak Hanya Sekolah Negeri MK Wajibkan Pendidikan Dasar Swasta Tanpa Biaya https://t.co/UBv7dGxNXY,neutral,,Wed May 28 14:37:41 +0000 2025,0,0,https://x.com/undefined/status/1927736036169228338
@merapi_uncover tapi itu mesti sekolah swasta mahal deh,negative,,Wed May 28 14:36:39 +0000 2025,0,0,https://x.com/undefined/status/1927735775472349406
@merapi_uncover Kalo yang dimaksud adalah sekolah TK BI*S kayaknya segini masih nggak mahal ya secara uang masuknya aja udah puluhan juta. Satu lagi masukin anak ke sekolah swasta berarti sudah ada gambaran kedepannya bakalan jor joran apalagi sekolahnya masuk top tier sekolah unggulan hehe,positive,,Wed May 28 14:32:39 +0000 2025,0,0,https://x.com/undefined/status/1927734770273808733
Kalau negri okelah klo swasta? Emang kalian punya duit buat gratisin Sekolah swasta.. Gaji guru aja kalian pelit ngasih ini sok2 pula ke swasta.. Dana BOS aja dulu wacana nya mau di pake buat MBG yg anak2 pada keracunan..,negative,,Wed May 28 14:29:31 +0000 2025,0,1,https://x.com/undefined/status/1927733981312659652
Hahaha.. argumen awalnya demi keadilan jadi sekolah swasta juga wajib dibiayai negara.. sekarang sekolah swasta tertentu. Mau jadi lembaga super power tapi ngasal begini..,negative,,Wed May 28 14:26:01 +0000 2025,5,1,https://x.com/undefined/status/1927733100651352557
@glrhn Selama ini sebetulnya sekolah swasta juga sudah dapat dana BOS dan besarnya sama dengan sekolah negeri.,neutral,,Wed May 28 14:23:16 +0000 2025,1,0,https://x.com/undefined/status/1927732409690132508
@cholilnafis Sekolah swasta yang ngga terima BOP gimana ? Mau bayar gaji gurunya pakai ucapab terima kasih aja ?,negative,,Wed May 28 14:21:14 +0000 2025,1,0,https://x.com/undefined/status/1927731898798751946
@Shinji__11 memang cuma prakteknya kan demikian seengganya di dki udah jalan gitu sblm putusan ini (swasta ikut ppdb nanti siswa yang masuk dari ppdb dibiayai pemprov cuma sekolah nugu sih yang ikut).,negative,,Wed May 28 13:06:36 +0000 2025,0,1,https://x.com/undefined/status/1927713113828196700
@JadiUtas @merapi_uncover Sebaiknya jangan memaksakan diri menyekolahkan anak ke sekolah swasta jika seperti itu. UMP = 2.2 juta wisuda =2.3 juta. SPP bulanannya?,negative,,Wed May 28 13:04:43 +0000 2025,0,0,https://x.com/undefined/status/1927712641381736734
@ngalamfess Kl sekolah swasta sekelas Sampoerna Academy oke bg,positive,,Wed May 28 13:04:41 +0000 2025,1,0,https://x.com/undefined/status/1927712633328660765
@Ndrewstjan @kompascom Anakku di sekolah katolik padahal depan rmh persis ada sd negeri. Sengaja ke swasta yg bayar dan berjarak 20 mnt dr rumah spy anaku dpt kualitas pendidikan yg baik. Kelas 4 sdh dpt coding. la sd depan rmh kelas 4 masih ada yg belom lancar baca. Ga cuma 1,negative,,Wed May 28 13:03:56 +0000 2025,3,0,https://x.com/undefined/status/1927712443679011180
@BudiBukanIntel Bagus sih tapi prakteknya sptnya susah. Swasta mahal for a reason apbd pemda juga pas pasan Harusnya jumlah sekolah negeri dan guru yang ditambah,negative,,Wed May 28 13:03:54 +0000 2025,568,1,https://x.com/undefined/status/1927712434724233657
@_sibisu Ngasih subsidi ke negeri aja uangnya kurang ini malah ke swasta Yakali mau mbayarin sppnya sekolah model Al-Azhar dll wmwm,negative,,Wed May 28 13:00:45 +0000 2025,0,0,https://x.com/undefined/status/1927711642474651738
@merapi_uncover ada lo sekolah swasta mahal tapi gaji guru nya minim. hiya hiha hiyaaa,negative,,Wed May 28 12:57:32 +0000 2025,0,2,https://x.com/undefined/status/1927710834202997229
@merapi_uncover Bukannya emang segitu ya apalagi sekolah swasta,negative,,Wed May 28 12:57:32 +0000 2025,0,0,https://x.com/undefined/status/1927710831833219380
@PartaiSocmed Sekolah swasta itu ada dua macam satu bisnis satunya sosial .keputusan karena gagal memahami undang undang sangat berbahaya ️,negative,,Wed May 28 12:54:34 +0000 2025,0,0,https://x.com/undefined/status/1927710087486853389
@regulusaja @BudiBukanIntel Kalo Jakarta awalnya dengan skema KJP. Jadi anak-anak kurang mampu yang gak keterima negeri dan sekolah di swasta. Lalu jaman Anies dikembangkan yang namanya PPDB Bersama dengan menggaet sekolah-sekolah swasta yang bekerjasama dengan pemprov untuk bikin sistem penerima siswa,neutral,,Wed May 28 12:51:59 +0000 2025,55,1,https://x.com/undefined/status/1927709438674448698
@KangManto123 @officialMKRI Swasta digratiskan? Sekolah internasional termasuk?,neutral,,Wed May 28 12:51:44 +0000 2025,0,0,https://x.com/undefined/status/1927709375323365734
@BudiBukanIntel Jadi pada sekolah swasta dah,negative,,Wed May 28 12:51:21 +0000 2025,0,0,https://x.com/undefined/status/1927709278405538000
@KangManto123 @officialMKRI Tidak berlaku untuk semua sekolah swasta . https://t.co/P2Rw53NKSA,neutral,,Wed May 28 12:19:41 +0000 2025,1,0,https://x.com/undefined/status/1927701307634209275
di jogja sekolah tuh banyak macem nya dari yg harganya terjangkau umr sampe yg mencengangkan saking jauhnya dari umr. ini judulnya aja SWASTA yaa mesti biaya2nya udah bisa diprediksi donk,positive,,Wed May 28 12:18:34 +0000 2025,0,1,https://x.com/undefined/status/1927701026435371229
@kegblgnunfaedh Tp tdk berlaku untuk sekolah swasta Kristen/Katolik,negative,,Wed May 28 12:11:38 +0000 2025,0,0,https://x.com/undefined/status/1927699284041834971
@triwahyuutama15 @kompascom SMP Angkasa masuk kategori sekolah swasta yg memenuhi persyaratan itu ga ya?????,neutral,,Wed May 28 12:10:27 +0000 2025,0,1,https://x.com/undefined/status/1927698984681804256
@PartaiSocmed MK mah parah..bikin repot sekolah swasta ini..tar banyak keluarga gak mampu pd pengen sekolah penabur...bgm ini,negative,,Wed May 28 12:04:40 +0000 2025,0,0,https://x.com/undefined/status/1927697527476043984
@merapi_uncover Hmm wait.. Harusnya kalau memang itu TK swasta yg gede yg punya murid banyak pasti sekolah itu dapat bantuan dana BOSP. Biaya sebesar itu bisa kok dicover pakai uang BOSP pinter2nya aja pengelolaan dananya gimana. Jadi kalo emang mau ada perayaan kelulusan gak memberatkan ortu,positive,,Wed May 28 12:02:34 +0000 2025,1,0,https://x.com/undefined/status/1927697000520097855
@KangManto123 @officialMKRI Real kah? Swasta juga masuk? Di sini sekolah swasta rata² 1jt keatas ada yang bahkan 2jtan apalagi yang di Jakarta..,neutral,,Wed May 28 11:58:54 +0000 2025,0,0,https://x.com/undefined/status/1927696075965575329
@kulimain @glrhn Pada masa Orba Negara beri subsidi pada sekolah swasta meski tidak besar. Gua bisa mengatakan itu karena dua. 1. Ngeliat sendiri buku rapor &amp; ijazah SMA bapak gua dr Sekolah Katolik bertuliskan (Bersubsidi) dalam cap resmi mereka. 2. Beliau pintar akademis tapi enggak kaya,negative,,Wed May 28 11:52:39 +0000 2025,2,2,https://x.com/undefined/status/1927694505161244752
@voneastjava @RAgym8486 @kegblgnunfaedh sekolah negeri dan sekolah swasta (negeri),neutral,,Wed May 28 11:48:55 +0000 2025,0,0,https://x.com/undefined/status/1927693563820650633
@kompascom Klo negeri gajadi masalah klo swasta menurutku keliru. Kalo swasta kan murni 100% dari SPP dan uang masuk bukan dibayarin negara. Paling banter ya subsidi 50% sekolah swasta.,negative,,Wed May 28 11:47:56 +0000 2025,767,5,https://x.com/undefined/status/1927693319213051995
Ok iki larang tapi nak wes milih nyekolahke anake nang sekolah swasta berarti wes siap dana iki-iku. Haruse....,negative,,Wed May 28 11:45:09 +0000 2025,0,0,https://x.com/undefined/status/1927692619573789116
@AdindaZahrany07 ya kita tunggu saja aturan berikutnya krn sekolah swasta tsb ada menggunakan kurikulum insternasional dll,neutral,,Wed May 28 11:25:46 +0000 2025,1,1,https://x.com/undefined/status/1927687740855820544
Dari pada maksa swasta jadi gratis gimana kalo kualitas sekolah negri ditingkatin biar sama kek sekolah swasta hak guru dipenuhi kurangin deskriminasi guru... tapi yaudhlah yh.,negative,,Wed May 28 11:24:11 +0000 2025,0,0,https://x.com/undefined/status/1927687339242926510
Ada orang tua yang antusias nantinya bisa mendaftar ke sekolah swasta berkualitas. Tapi ada juga orang tua yang khawatir sekolah swasta yang dikenal baik justru berkurang kualitasnya akibat aturan sekolah gratis ini. #inibaruid https://t.co/FxD6UoeLGK,negative,,Wed May 28 11:22:11 +0000 2025,0,0,https://x.com/undefined/status/1927686836727496710
@kegblgnunfaedh swasta gratis? no thanks apapun yg gratis ga akan ada yg hasilnya bagus gw tetep pilih sekolah yg berbayar biar klo ada yg ga sesuai ama kualitas pendidikan anak gw gw bisa protes kalo gratisan? pffttt,negative,,Wed May 28 11:16:11 +0000 2025,792,17,https://x.com/undefined/status/1927685329298886985
@kangtholei @yusuf_dumdum Emg siapanya sekolah di swasta?,negative,,Wed May 28 11:14:27 +0000 2025,0,0,https://x.com/undefined/status/1927684891870740937
@KangManto123 @officialMKRI Kalau sekolah swasta di gratiskan untuk gaji tenaga pendidik nya dari mana ?,neutral,,Wed May 28 11:14:00 +0000 2025,0,0,https://x.com/undefined/status/1927684779803095401
@KangManto123 @officialMKRI Swasta apa dulu ya? Swasta mahal sih oke aja sekolah swasta murah nih yg kasian. Byk yg ngap2an gaji2 gurunya nunggak paling cepet 2 bulan.,negative,,Wed May 28 11:13:30 +0000 2025,0,0,https://x.com/undefined/status/1927684652111688154
@Fakboi26 @detikcom setujuu sekolah swasta itu dah lebih pinter ngurus sekolahnya dibanding pemerintah mending urusin pungutan seragam sepatu buku di sekolah negri sih,negative,,Wed May 28 11:12:53 +0000 2025,2,0,https://x.com/undefined/status/1927684495391551736
@kegblgnunfaedh Terus swasta dapet pemasukan darimana? Yakin bisa bayarin? Beberapa sekolah elit ada yg satu anak perbulannya bisa jutaan lebih bahkan ada yg sampai puluhan loh.,positive,,Wed May 28 11:11:44 +0000 2025,104,0,https://x.com/undefined/status/1927684209977544951
@detikcom dari pada maksa sekolah swasta suruh gratis mending hilangkan pungutan seragam sepatu buku di sekolah negri yg harusnya gratis pak!!!!! yg swasta bayar biarin aja mereka bisa urus diri sendiriiii,negative,,Wed May 28 11:11:11 +0000 2025,6,0,https://x.com/undefined/status/1927684069363433635
@KangManto123 @officialMKRI Pemerintah ga usah repot2 mikirin sekolah swasta dehh.. sekolah swasta ga diurus pemerintah juga udah stabil&amp; bagus kok.mending fokus aja benerin kualitas sarana prasana &amp; guru2 sekolah negri.,positive,,Wed May 28 11:11:03 +0000 2025,16,0,https://x.com/undefined/status/1927684035804803542
Percayalah bnyk ortu di luar sana yg rela membayar uang sekolah demi pendidikan anaknya. Palagi swasta yg kurikulum IB/Cambridge dll,neutral,,Wed May 28 11:08:50 +0000 2025,0,0,https://x.com/undefined/status/1927683478780342689
@kegblgnunfaedh ada bantuan pemerintah kah untuk sekolah swasta?,neutral,,Wed May 28 11:03:44 +0000 2025,0,0,https://x.com/undefined/status/1927682196782927895
@KangManto123 @officialMKRI Yakin gak ya sanggup nutupin biaya u sekolah swasta? Ato yg swasta akan dibikin menjadi setara negeri semua?,positive,,Wed May 28 11:03:18 +0000 2025,0,0,https://x.com/undefined/status/1927682087575838840
@kegblgnunfaedh Terus sekolah swasta gimana cara kelola keuangannya?? Gaji guru gimana?,neutral,,Wed May 28 10:58:34 +0000 2025,14,1,https://x.com/undefined/status/1927680896590839928
Pemkot Sebut 132 Sekolah Swasta Gratis di Semarang Segini Anggarannya https://t.co/ALac9DVtLY,neutral,,Wed May 28 10:57:54 +0000 2025,0,0,https://x.com/undefined/status/1927680727942074446
@PartaiSocmed Seharusnya kalo kesulitan membangun sekolah baru tingkat SD-SMA akuisisi aja sekolah2 swasta yg kurang peminatnya. Di DKI banyak skolah2 swasta hnya sbagai batu loncatan untk nnti pindah ke skolah2 Negeri. Krn trhalang oleh aturan.,negative,,Wed May 28 10:56:18 +0000 2025,0,0,https://x.com/undefined/status/1927680322965286957
Tak Hanya Sekolah Negeri MK Wajibkan Pendidikan Dasar Swasta Tanpa Biaya https://t.co/bSdDz48X0g,neutral,,Wed May 28 10:56:05 +0000 2025,0,0,https://x.com/undefined/status/1927680271283069414
@tvOneNews Memang harus di geratis kan. Karena pendidikan adalah masa depan bangsa... Namun lebih tepat nya bukan geratis namun SD s/d SMP di tanggung negara... Jadi untuk lembaga sekolah terlebih kepada swasta tidak ada yg di rugikan,positive,,Wed May 28 10:49:42 +0000 2025,1,0,https://x.com/undefined/status/1927678661190443392
Sekolah swasta gratis? Gaji guru dari mana ehh bjirr emang lu pada mau bayarin? ni negara emang banyak ngaconya...,negative,,Wed May 28 10:47:28 +0000 2025,0,0,https://x.com/undefined/status/1927678100139347991
Sebagai informasi tambahan tidak seluruh sd-smp swasta digratiskan ternyata ada klasterisasi. ada 5 klaster yang kemungkinan digratiskan klaster 1 sampai 3. untuk klaster 4-5 dikategorikan sebagai sekolah elite/high class,positive,,Wed May 28 10:45:35 +0000 2025,0,1,https://x.com/undefined/status/1927677626958922132
@kegblgnunfaedh Ini bener @grok? Sekolah swasta dapat uang dari mana dong?,negative,,Wed May 28 10:45:30 +0000 2025,5,1,https://x.com/undefined/status/1927677607937785869
@merapi_uncover Pas masukin ke sekolah swasta lupa ngitung biaya ekstra dari kegiatan sosial dan seremonial. Harusnya gak kaget sih kalau diawal inget itu.,negative,,Wed May 28 10:45:21 +0000 2025,1,0,https://x.com/undefined/status/1927677568339345777
@Outstandjing Ga gitu juga Ini masalahnya pada keterbatasan kapasitas sekolah negeri harusnya diperbanyak sejumlah kebutuhan sebenarnya Klo pemerintah ga mampu maka anak anak yang terpaksa sekolah di swasta wajib dibayarkan pemerintah sesuai dengan anggaran per anak disekolah negeri,negative,,Wed May 28 10:40:53 +0000 2025,2,1,https://x.com/undefined/status/1927676446325309845
@tvOneNews https://t.co/ZW9hPRYdow Apakah sekolah swasta dgn uang sekolah 5 besar termahal di Indonesia juga akan digratiskan ? (Artinya akan diganti sepenuhnya oleh Pemerintah). Mnrt saya yg tepat adalah sekolah negeri yg digratiskan. Kalau sekolah swasta susah untuk di gratiskan krn,negative,,Wed May 28 10:38:31 +0000 2025,0,0,https://x.com/undefined/status/1927675850050412712
Kalo kaya gini mah sama aja ngefilter anak yg pinter nanti pada ngincer swasta bagus sekolah negeri jadi buangan.,negative,,Wed May 28 10:38:23 +0000 2025,0,0,https://x.com/undefined/status/1927675816542179740
Ini kah solusi dari bobroknya sekolah negeri dan akibat gobloknya sistem menteri pendidikan terdahulu? Kalo iya goblok kuadrat karena membebani sekolah swasta harusnya mah sekolah negeri dulu benerin sampe tuntas jangan sampe ada lagi anak gabisa baca pas masuk SMP.,negative,,Wed May 28 10:36:06 +0000 2025,0,1,https://x.com/undefined/status/1927675240311832596
@kegblgnunfaedh Serius yang swasta jga gratis? Ga salah baca berita kan gw? Salah2 tutup semua tuh sekolah swasta ga dapat income,negative,,Wed May 28 10:34:59 +0000 2025,286,5,https://x.com/undefined/status/1927674960027492788
Mahkamah Konstitusi (MK) memutuskan bahwa pemerintah wajib menggratiskan pendidikan dasar sembilan tahun dari SD hingga SMP atau sederajat di sekolah negeri maupun swasta. Putusan ini dikabulkan sebagian dari uji materi terhadap UU Sistem Pendidikan Nasional. MK menilai negara https://t.co/gUrV40J6GY,neutral,,Wed May 28 10:32:47 +0000 2025,4,0,https://x.com/undefined/status/1927674407977431237
emg bodoh bener logikanya ini ya ampunn minimal mau kasih subsidi jg ke sekolah swasta,negative,,Wed May 28 10:25:00 +0000 2025,0,0,https://x.com/undefined/status/1927672446548844943
@detikcom Akhirnya pendidikan bukan lagi soal dompet tapi soal hak. Putusan MK ini adalah angin segar bagi jutaan anak bangsa yang terpaksa masuk sekolah swasta karena keterbatasan sekolah negeri. Pendidikan wajib itu tanggung jawab negara. Gratis bukan berarti murahan justru itulah,positive,,Tue May 27 16:45:19 +0000 2025,1,0,https://x.com/undefined/status/1927405769495859553
@tvOneNews swasta gratis darimana nyari operasionalnya?,negative,,Tue May 27 16:27:32 +0000 2025,1,0,https://x.com/undefined/status/1927401295385604439
@detikcom Sekolah SWASTA ga Gratis.. tapi fasilitas Lengkap n kualitas pendidikan bagus.. sekolah Negeri Gratis.. Tapi sekolah kek cuma Formalitas seolah-olah anak2 keliatan pada belajar.. Fasilitas minim seadanya.,negative,,Tue May 27 16:27:29 +0000 2025,0,0,https://x.com/undefined/status/1927401283175997732
@detikcom sulit krna yg negeri aja masih ada yg bayar kalopun udh merasakan dampak gratis di negeri mending turunin biaya smk sederajat negeri. sekolah swasta terlalu rumit dg aturan mereka contoh yg full day school. apbn dana desa dan pemda belum mampu.,negative,,Tue May 27 16:16:55 +0000 2025,0,0,https://x.com/undefined/status/1927398622393491562
MK Putuskan Pendidikan Dasar di Sekolah Negeri dan Swasta Wajib Gratis Ini Respons Mendikdasmen https://t.co/UNKX9UYrzy,neutral,,Tue May 27 16:00:41 +0000 2025,0,0,https://x.com/undefined/status/1927394535279145128
@detikcom Kalo gratis berarti negara/pemerintah bakal menanggung semua biaya di sekolah swasta termasuk menggaji guru2nya,negative,,Tue May 27 15:58:53 +0000 2025,0,0,https://x.com/undefined/status/1927394081933562038
Tok! MK Putuskan Pendidikan SD-SMP Gratis Baik di Sekolah Negeri Maupun Swasta https://t.co/jluRqGcQBw,neutral,,Tue May 27 15:44:43 +0000 2025,0,0,https://x.com/undefined/status/1927390518096408698
@geloraco Kalau swasta yg spp nya sampai jutaan perbulan gimana tuh apa gratis jg,negative,,Tue May 27 15:34:16 +0000 2025,0,0,https://x.com/undefined/status/1927387888385171928
Sekolah SD Swasta gratis. Secara matematis bisa. Cuma masalah sekolah swasta ini aneh. Dari level rendah tengah dan tinggi ekonomi dan jumlah muridnya keluhan mereka sama. Dana bantuan dari pemerintah kurang. Wkwkwkwkw,negative,,Tue May 27 15:13:42 +0000 2025,12,2,https://x.com/undefined/status/1927382712794378689
Kabar Gembira Buat Orang Tua! Sekolah Swasta &amp; Negeri Jadi GRATIS! https://t.co/T2DG6aUqZY via @YouTube #lorongkost #fhugm #pendidikan #mahkamah #mk #malamrabu,neutral,,Tue May 27 14:57:43 +0000 2025,0,0,https://x.com/undefined/status/1927378692755300845
MK Putuskan Pendidikan Dasar 9 Tahun Gratis Negeri dan Swasta https://t.co/9WvbZnwlBi https://t.co/ym0GEuABQL,neutral,,Tue May 27 14:49:46 +0000 2025,0,0,https://x.com/undefined/status/1927376690453344713
MK Putuskan Pendidikan Dasar 9 Tahun Gratis Negeri dan Swasta https://t.co/9WvbZnwlBi https://t.co/l30086nWGn,neutral,,Tue May 27 14:48:09 +0000 2025,0,0,https://x.com/undefined/status/1927376281605161291
@detikcom Sekolah Negeri yang gratis aja para guru dan staff nya banyak yang melarat ini malah ngide gratisin sekolah swasta juga. yang namanya kesetaraan pendidikan mah bukan semuanya gratis pak tapi semua anak wajib mendapat pendidikan yang layak!,negative,,Tue May 27 14:31:21 +0000 2025,0,0,https://x.com/undefined/status/1927372053700563414
@bonapasogit24 Betul lae tapi saya dukung sekolah swasta gratis Kan lumayan lae penghematan 10 juta per bulan,positive,,Tue May 27 14:25:32 +0000 2025,0,2,https://x.com/undefined/status/1927370591708819792
Tok! MK Putuskan SD-SMP Negeri dan Swasta Gratis https://t.co/FOjnDDEfvg via @metrotvnews,neutral,,Tue May 27 14:24:53 +0000 2025,0,0,https://x.com/undefined/status/1927370427942211751
@MarahIchsan Orang Sekolah Negeri saja masih bayar dana Komite gratis dari mana dan sekarang disuruh bayar juga swasta ...? Hancur dach program lainya atau nambah hutang ...,negative,,Tue May 27 14:23:52 +0000 2025,1,1,https://x.com/undefined/status/1927370173821899076
@bonapasogit24 Semoga pemerintah sanggup lae Jalankan amanat UU biar hemat kita bayar uang sekolah. Yang jadi masalah kalau gratis ya jadi rebutan sekolah swasta favorit. Penabur Al-Azhar Kanisius Ursula.,negative,,Tue May 27 14:21:10 +0000 2025,0,2,https://x.com/undefined/status/1927369491329036629
Cek selengkapnya di IG Stories Beritasatu! Mahkamah Konstitusi memutuskan sekolah dasar negeri dan swasta wajib dibiayai negara. Hal itu tertuang pada hasil keputusan MK yang dikeluarkan pada Selasa (27/5/2025). Negara wajib menyediakan pendidikan dasar gratis bagi seluruh anak https://t.co/isXsbRqWgg,neutral,,Tue May 27 14:16:06 +0000 2025,0,1,https://x.com/undefined/status/1927368217850220622
MK Putuskan Pendidikan Dasar 9 Tahun Negeri dan Swasta Gratis Begini Respons Kepsek di Banjarmasin https://t.co/V4EuJmfwbx lewat @banjarmasinpost,neutral,,Tue May 27 14:12:38 +0000 2025,0,0,https://x.com/undefined/status/1927367346311614552
@geloraco Swastanya yg gimana dlu nih? pasti yg bayarannya hanya dibawah 300 ribu sebulan yg digratiskan krna maaf kelas sesuai negeri klo sekolah Islam Terpadu yg bayarannya 1 jutaan keatas Gratis pada nyerbu sekolah swasta Islam terpadu dri pd Negeri lah .,negative,,Tue May 27 13:41:02 +0000 2025,0,0,https://x.com/undefined/status/1927359392980086788
@detikcom Utk sekolah swasta kyke rd berat krn sekolah swasta hrs biayai smua secara mandiri artinya bergantung pd pembayaran uang sekolah murid. Kl gratis gmn ntar nasib guru2 lain2nya??,negative,,Tue May 27 13:21:24 +0000 2025,6,2,https://x.com/undefined/status/1927354453440541150
Sekolah swasta bisa disuruh gratis ini sulapan apa ya? Ada yg bisa bantu jelaskan?,negative,,Tue May 27 13:16:36 +0000 2025,1,0,https://x.com/undefined/status/1927353245745258556
Putusan MK: Sekolah Dasar Negeri dan Swasta Wajib Gratis Negara Bertanggung Jawab Penuh. #MahkamahKonstitusi #BiayaSekolah https://t.co/6HtvvXkmOo https://t.co/dGq3NfTewm,neutral,,Tue May 27 13:15:54 +0000 2025,0,0,https://x.com/undefined/status/1927353067348926973
MK Putuskan Pendidikan Dasar Wajib Gratis JPPI: Sekolah Swasta Masuk SPMB Online https://t.co/JGp4LFWoVi,neutral,,Tue May 27 13:08:29 +0000 2025,0,0,https://x.com/undefined/status/1927351203094057450
Mahkamah Konstitusi (MK) mengabulkan materi mengenai tuntutan sekolah gratis baik swasta maupun negeri. Simak selengkapnya: https://t.co/XxZiFVQJqg https://t.co/7MxxvShEqG,neutral,,Tue May 27 12:57:16 +0000 2025,12,0,https://x.com/undefined/status/1927348380126097530
Program Sekolah Gratis Andra Dimyati Sekolah Swasta Wajib Jalin Kerja Sama Tiga Tahun https://t.co/DNNeijz1dm https://t.co/qbuM1BLa5q,neutral,,Tue May 27 12:55:09 +0000 2025,0,0,https://x.com/undefined/status/1927347846652534850
Yippie! Sekolah swasta gratis*?1?:))2? )2$$ &amp;/!/!!: https://t.co/uUgx75dmRF,neutral,,Tue May 27 12:34:46 +0000 2025,11,3,https://x.com/undefined/status/1927342716859421068
@detikcom sekolah swasta bonafid gratis jg gak?,neutral,,Tue May 27 12:33:41 +0000 2025,0,0,https://x.com/undefined/status/1927342441767514118
